	COMMON.id	COMMON.assoc	COMMON.name	COMMON.xpos	COMMON.ypos	COMMON.width	COMMON.height	COMMON.attribs	COMMON.colorf	COMMON.colorb	COMMON.texturenumber	COMMON.fontnumber	COMMON.active	COMMON.commonattribs	COMMON.help	totalgadgets	VERSION.major	VERSION.minor	VERSION.revision	panel	crdefault	escdefault	defaultfocus	hotornot	text	status	quickkey	grayedout	stages	range	thick	knobpos	knobsize	filename	link	crtdefault	maxchars	itemheight
ReImagined HPI RAW\guis\NEWGAME.GADGET4	4	7	CampaignKnob	369	314	15	136	2	4	0	101	0	0	-109																77	33	0	10					
ReImagined HPI RAW\guis\NEWGAME.GADGET5	4	19	MissionsKnob	369	388	15	74	2	4	0	0	0	0	0																79	24	0	10					
ReImagined HPI RAW\guis\NEWGAME.GADGET6	2	19	Missions	34	386	318	78	1	15	0	0	0	0	0																								
ReImagined HPI RAW\guis\NEWGAME.GADGET7	1	49	Side0	177	74	132	106	1042	15	0	0	0	1	-109												0	0	0										
ReImagined HPI RAW\guis\NEWGAME.GADGET8	1	49	Side1	424	74	129	104	1042	15	0	0	0	1	-109												0	0	0										
ReImagined HPI RAW\guis\NEWGAME.GADGET9	5	243	SIDENAME	380	140	0	0	1026	15	0	100	0	1	-46																								
ReImagined HPI RAW\guis\NEWGAME.GADGET10	1	45	Difficulty	461	327	108	20	2	15	0	0	0	1	-109											Easy|Medium|Hard	0	0	0	3									
ReImagined HPI RAW\guis\NEWGAME.GADGET11	1	35	Arm	209	250	95	20	18	15	0	0	0	1	-109											Arm	0	0	0										
ReImagined HPI RAW\guis\NEWGAME.GADGET12	1	35	Core	456	250	95	20	18	15	0	0	0	1	-109											Core	0	0	0										
ReImagined HPI RAW\guis\NEWGAME.GADGET13	5	243	TEXT	463	308	117	12	1	15	0	0	0	1	0											Set Difficulty													
ReImagined HPI RAW\guis\NEWMULTI.GADGET0	0	205	HEADER	0	0	640	480	52685	52685	52685	0	-51	-51	-51		5	-51	-51	-51		OK	CANCEL	OK															
ReImagined HPI RAW\guis\NEWMULTI.GADGET1	1	243	OK	451	320	119	21	2	15	0	0	0	1	22											Next	0	N	0										
ReImagined HPI RAW\guis\NEWMULTI.GADGET2	1	243	CANCEL	451	362	119	19	2	15	0	0	0	1	22											Previous	0	P	0										
ReImagined HPI RAW\guis\NEWMULTI.GADGET3	3	0	GAMENAME	250	130	237	25	0	15	0	0	0	1	120											Test String												63	
ReImagined HPI RAW\guis\NEWMULTI.GADGET4	3	0	NICKNAME	250	189	112	27	0	15	0	0	0	1	120											Test String												10	
ReImagined HPI RAW\guis\NEWMULTI.GADGET5	3	0	PASSWORD	250	248	112	28	0	15	0	0	0	1	121																							10	
ReImagined HPI RAW\guis\OPTION.GADGET0	0	205	HEADER	101	7	426	410	52685	52685	52685	0	-51	-51	-51		8	-51	-51	-51																			
ReImagined HPI RAW\guis\OPTION.GADGET1	1	243	LOADGAME	113	84	186	32	2	15	0	0	0	1	0											Load Game	0	76	0										
ReImagined HPI RAW\guis\OPTION.GADGET2	1	243	SAVEGAME	114	126	187	34	2	15	0	0	0	1	0											Save Game	0	83	0										
ReImagined HPI RAW\guis\OPTION.GADGET3	1	243	PREFS	114	170	187	34	2	15	0	0	0	1	0											Preferences	0	80	0										
ReImagined HPI RAW\guis\OPTION.GADGET4	1	243	EXIT	114	304	190	34	2	15	0	0	0	1	0											End Mission	0	69	0										
ReImagined HPI RAW\guis\OPTION.GADGET5	1	243	OK	322	354	92	44	2	15	0	0	0	1	0											OK	0	13	0										
ReImagined HPI RAW\guis\OPTION.GADGET6	5	243	TEXT	161	34	89	19	2	15	0	0	0	1	0											GAME OPTIONS													
ReImagined HPI RAW\guis\OPTION.GADGET7	1	243	HELP	114	214	188	33	2	15	0	0	0	1	0											Help	0	72	0										
ReImagined HPI RAW\guis\OPTION.GADGET8	1	243	MISSION	114	258	188	34	2	15	0	0	0	1	0											Mission Objective	0	77	0										
ReImagined HPI RAW\guis\PREFS.GADGET0	0	205	Prefs.gui	0	126	128	354	52685	52685	52685	0	-51	-51	-51		7	-51	-51	-51		PREV	PREV	PREV															
ReImagined HPI RAW\guis\PREFS.GADGET1	12	243	IGOPT	0	2	128	352	2	0	0	100	0	1	-63																								
ReImagined HPI RAW\guis\PREFS.GADGET2	1	30	SOUND	13	24	96	31	18	0	0	0	0	1	0											SOUND	0	83	0	0									
ReImagined HPI RAW\guis\PREFS.GADGET3	1	30	SPEEDS	13	108	96	31	18	0	0	0	0	1	0											INTERFACE	0	73	0	0									
ReImagined HPI RAW\guis\PREFS.GADGET4	1	30	VISUALS	13	150	96	31	18	0	0	0	0	1	0											VISUALS	0	86	0	0									
ReImagined HPI RAW\guis\PREFS.GADGET5	1	243	PREV	13	251	96	31	2	0	0	0	0	1	0											OK	0	79	0	0									
ReImagined HPI RAW\guis\PREFS.GADGET6	1	243	CANCEL	13	293	96	31	2	0	0	0	0	1	31											Cancel	0	67	0	0									
ReImagined HPI RAW\guis\PREFS.GADGET7	1	30	MUSIC	13	66	96	31	18	0	0	0	0	1	6											MUSIC	0	77	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET0	0	205	HEADER	0	0	499	449	52685	52685	52685	0	-51	-51	-51		35	-51	-51	-51		OK																	
ReImagined HPI RAW\guis\REPORT.GADGET1	1	243	OK	211	415	95	20	2	15	0	0	0	1	22											OK	0	79	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET2	6	0	junk	0	0	0	0	0	15	0	0	0	0	0										0														
ReImagined HPI RAW\guis\REPORT.GADGET3	5	0	TEXT	55	25	453	16	1	15	0	0	0	1	104											Choose where you would like your scores reported to:													
ReImagined HPI RAW\guis\REPORT.GADGET4	1	0	CHK0	60	70	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET5	5	0	SERVICE0	86	72	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET6	1	0	CHK1	60	90	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET7	5	0	SERVICE1	86	92	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET8	1	0	CHK2	60	110	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET9	5	0	SERVICE2	86	112	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET10	1	0	CHK3	60	130	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET11	5	0	SERVICE3	86	132	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET12	1	0	CHK4	60	150	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET13	5	0	SERVICE4	86	152	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET14	1	0	CHK5	60	170	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET15	5	0	SERVICE5	86	172	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET16	1	0	CHK6	60	190	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET17	5	0	SERVICE6	86	192	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET18	1	0	CHK7	60	210	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET19	5	0	SERVICE7	86	212	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET20	1	0	CHK8	60	230	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET21	5	0	SERVICE8	86	232	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET22	1	0	CHK9	60	250	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET23	5	0	SERVICE9	86	252	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET24	1	0	CHK10	60	270	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET25	5	0	SERVICE10	86	272	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET26	1	0	CHK11	60	290	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET27	5	0	SERVICE11	86	292	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET28	1	0	CHK12	60	310	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET29	5	0	SERVICE12	86	312	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET30	1	0	CHK13	60	330	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET31	5	0	SERVICE13	86	332	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET32	1	0	CHK14	60	350	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET33	5	0	SERVICE14	86	352	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\REPORT.GADGET34	1	0	CHK15	60	370	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI RAW\guis\REPORT.GADGET35	5	0	SERVICE15	86	372	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI RAW\guis\RESTART.GADGET0	0	205	HEADER	287	106	252	221	52685	52685	52685	0	-51	-51	-51		7	-51	-51	-51		CANCEL	CANCEL	Difficulty															
ReImagined HPI RAW\guis\RESTART.GADGET1	5	243	HEADING	0	13	198	20	2	15	0	0	0	0	0											Restart													
ReImagined HPI RAW\guis\RESTART.GADGET2	5	243	MISSIONNAME	25	50	200	18	2	15	0	0	0	1	0																								
ReImagined HPI RAW\guis\RESTART.GADGET3	5	243	Adjust	67	110	120	20	1	15	0	0	0		0											Adjust Difficulty													
ReImagined HPI RAW\guis\RESTART.GADGET4	1	243	Difficulty	67	127	120	20	1	15	0	0	0		0											Easy|Medium|Hard	0	0	0	3									
ReImagined HPI RAW\guis\RESTART.GADGET5	1	243	CANCEL	43	178	80	20	2	15	0	0	0	1	0											Cancel	0	0	0	0									
ReImagined HPI RAW\guis\RESTART.GADGET6	1	243	RESTART	134	178	80	20	2	15	0	0	0	1	0											Restart	0	0	0	0									
ReImagined HPI RAW\guis\RESTART.GADGET7	5	0	MISSIONNAME1	25	68	200	16	2	15	0	0	0	1	104																								
ReImagined HPI RAW\guis\restrict2.GADGET0	0	205	restrict2.GUI	0	0	640	480	52685	52685	52685	0	-51	-51	-51		32	-51	-51	-51																			
ReImagined HPI RAW\guis\restrict2.GADGET1	4	1	SCROLLSLIDER	447	50	16	399	2	4	0	-127	0	1	86																400	152	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET2	2	1	PICLIST	39	57	36	385	1	15	0	0	0	1	86																								
ReImagined HPI RAW\guis\restrict2.GADGET3	1	167	OK	480	381	120	20	2	0	0	0	0	1	86											OK	0	79	0	0									
ReImagined HPI RAW\guis\restrict2.GADGET4	1	167	Cancel	479	423	120	20	2	0	0	0	0	1	86											Cancel	0	67	0	0									
ReImagined HPI RAW\guis\restrict2.GADGET5	1	0	Load	478	202	120	20	2	0	0	0	0	1	86											Load List	0	76	0	0									
ReImagined HPI RAW\guis\restrict2.GADGET6	1	0	Save	479	254	120	20	2	0	0	0	0	1	86											Save List	0	83	0	0									
ReImagined HPI RAW\guis\restrict2.GADGET7	2	1	DESCLIST	80	57	213	387	1	15	0	0	0	1	105																								
ReImagined HPI RAW\guis\restrict2.GADGET8	4	11	SLIDER0	293	66	90	16	1	4	0	0	0	1	105																106	21	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET9	4	12	SLIDER1	293	97	90	16	1	4	0	0	0	1	105																102	21	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET10	4	13	SLIDER2	293	130	90	16	1	4	0	0	0	1	105																105	16	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET11	4	14	SLIDER3	293	162	90	16	1	4	0	0	0	1	105																97	5	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET12	4	15	SLIDER4	293	193	90	16	1	4	0	0	0	1	105																94	12	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET13	4	16	SLIDER5	293	225	90	16	1	4	0	0	0	1	105																90	16	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET14	4	17	SLIDER6	293	258	90	16	1	4	0	0	0	1	105																109	16	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET15	4	18	SLIDER7	293	290	90	16	1	4	0	0	0	1	105																103	14	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET16	4	19	SLIDER8	293	322	90	16	1	4	0	0	0	1	105																105	10	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET17	4	20	SLIDER9	293	353	90	16	1	4	0	0	0	1	105																100	10	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET18	4	21	SLIDER10	293	386	90	16	1	4	0	0	0	1	105																95	8	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET19	4	22	SLIDER11	293	419	90	16	1	4	0	0	0	1	105																101	12	0	10					
ReImagined HPI RAW\guis\restrict2.GADGET20	5	0	COUNT0	385	67	50	15	18	15	0	0	0	1	0											count0													
ReImagined HPI RAW\guis\restrict2.GADGET21	5	0	COUNT1	385	100	50	17	18	15	0	0	0	1	0											count1													
ReImagined HPI RAW\guis\restrict2.GADGET22	5	0	COUNT2	385	131	50	17	18	15	0	0	0	1	0											count2													
ReImagined HPI RAW\guis\restrict2.GADGET23	5	0	COUNT3	385	163	50	16	18	15	0	0	0	1	0											count3													
ReImagined HPI RAW\guis\restrict2.GADGET24	5	0	COUNT4	385	194	50	13	18	15	0	0	0	1	0											count4													
ReImagined HPI RAW\guis\restrict2.GADGET25	5	0	COUNT5	385	227	50	17	18	15	0	0	0	1	0											count5													
ReImagined HPI RAW\guis\restrict2.GADGET26	5	0	COUNT6	385	259	50	17	18	15	0	0	0	1	0											count6													
ReImagined HPI RAW\guis\restrict2.GADGET27	5	0	COUNT7	385	292	50	19	18	15	0	0	0	1	0											count7													
ReImagined HPI RAW\guis\restrict2.GADGET28	5	0	COUNT8	385	324	50	20	18	15	0	0	0	1	0											count8													
ReImagined HPI RAW\guis\restrict2.GADGET29	5	0	COUNT9	385	355	50	18	18	15	0	0	0	1	0											count9													
ReImagined HPI RAW\guis\restrict2.GADGET30	5	0	COUNT10	385	387	50	19	18	15	0	0	0	1	0											count10													
ReImagined HPI RAW\guis\restrict2.GADGET31	5	0	COUNT11	385	421	50	16	18	15	0	0	0	1	0											count11													
ReImagined HPI RAW\guis\restrict2.GADGET32	1	0	Reset	479	306	120	20	2	0	0	0	0	1	0											Reset List	0	82	0	0									
ReImagined HPI RAW\guis\SAVEGAME.GADGET0	0	0	HEADER	115	46	400	316	52685	52685	52685	0	-51	1	-51		6	-51	-51	-51	NULL																		
ReImagined HPI RAW\guis\SAVEGAME.GADGET1	5	0	SaveGame	20	10	70	15	2	15	0	102	0	1	54											Save Game													
ReImagined HPI RAW\guis\SAVEGAME.GADGET2	2	1	GAMES	48	84	269	157	1	15	0	0	0	1	54																								
ReImagined HPI RAW\guis\SAVEGAME.GADGET3	1	0	SAVE	5	277	170	32	2	15	0	0	0	1	54											Save Game	0	83											
ReImagined HPI RAW\guis\SAVEGAME.GADGET4	1	0	CANCEL	223	277	170	32	2	15	0	0	0	1	54											Cancel Save	0	67											
ReImagined HPI RAW\guis\SAVEGAME.GADGET5	4	1	SLIDER	319	84	26	157	2	4	0	102	0	1	54																0	56	0	175					
ReImagined HPI RAW\guis\SAVEGAME.GADGET6	3	125	GAMENAME	48	224	269	24	0	15	0	0	0	1	89											Name Of Game to Save												99	
ReImagined HPI RAW\guis\SAVELIST.GADGET0	0	0	LoadList.GUI	81	27	494	420	52685	52685	52685	0	-51	1	-51		6	-51	-51	-51	NULL	LOAD																	
ReImagined HPI RAW\guis\SAVELIST.GADGET1	2	1	GAMES	65	71	242	170	1	15	0	0	0	1	54																								
ReImagined HPI RAW\guis\SAVELIST.GADGET2	1	0	LOAD	353	325	96	20	2	0	0	0	0	1	54											OK	0	79	0	0									
ReImagined HPI RAW\guis\SAVELIST.GADGET3	1	0	CANCEL	353	360	96	20	2	0	0	0	0	1	54											Cancel	0	67	0	0									
ReImagined HPI RAW\guis\SAVELIST.GADGET4	4	1	SLIDER	317	63	16	184	2	4	0	102	0	1	54																178	56	0	175					
ReImagined HPI RAW\guis\SAVELIST.GADGET5	3	125	GAMENAME	111	275	230	20	0	15	0	0	0	1	89											Name Of List To Save												20	
ReImagined HPI RAW\guis\SAVELIST.GADGET6	1	243	DELETE	368	208	96	20	2	0	0	0	0	1	0											Delete List	0	68	0	0									
ReImagined HPI RAW\guis\SCORE.GADGET0	0	205	HEADER	129	347	511	133	52685	52685	52685	0	-51	1	-51		27	-51	-51	-51		CANCEL	CANCEL	CANCEL															
ReImagined HPI RAW\guis\SCORE.GADGET1	1	0	CANCEL	191	6	114	20	2	15	0	0	0	0	100												0	0	0	0									
ReImagined HPI RAW\guis\SCORE.GADGET2	5	0	PLAYER0	31	12	120	22	9	15	0	0	0	1	102											BUTTON NAME													
ReImagined HPI RAW\guis\SCORE.GADGET3	5	0	PLAYER9	279	104	115	20	9	15	0	0	0	1	102											BUTTON NAME													
ReImagined HPI RAW\guis\SCORE.GADGET4	5	0	PLAYER5	279	12	120	22	9	15	0	0	0	1	102											BUTTON NAME													
ReImagined HPI RAW\guis\SCORE.GADGET5	5	0	PLAYER6	279	35	118	21	9	15	0	0	0	1	102											BUTTON NAME													
ReImagined HPI RAW\guis\SCORE.GADGET6	5	0	PLAYER7	279	58	121	21	9	15	0	0	0	1	102											BUTTON NAME													
ReImagined HPI RAW\guis\SCORE.GADGET7	5	0	PLAYER8	279	80	116	21	9	15	0	0	0	1	102											BUTTON NAME													
ReImagined HPI RAW\guis\SCORE.GADGET8	6	0	LOGO0	8	12	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\SCORE.GADGET9	6	0	LOGO1	8	35	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\SCORE.GADGET10	6	0	LOGO2	8	58	20	21	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\SCORE.GADGET11	6	0	LOGO3	8	82	20	19	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\SCORE.GADGET12	6	0	LOGO4	8	104	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\SCORE.GADGET13	6	0	LOGO5	257	12	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\SCORE.GADGET14	6	0	LOGO6	257	35	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\SCORE.GADGET15	6	0	LOGO7	257	58	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\SCORE.GADGET16	6	0	LOGO8	257	81	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\SCORE.GADGET17	6	0	LOGO9	257	104	20	20	0	15	0	0	0	1	0										0														
ReImagined HPI RAW\guis\SCORE.GADGET18	5	0	STATS0	154	12	99	22	1	15	0	-127	0	1	102											Stats													
ReImagined HPI RAW\guis\SCORE.GADGET19	5	0	STATS1	154	35	106	24	1	15	0	-127	0	1	102											Stats													
ReImagined HPI RAW\guis\SCORE.GADGET20	5	0	STATS2	154	59	99	22	1	15	0	-127	0	1	102											Stats													
ReImagined HPI RAW\guis\SCORE.GADGET21	5	0	STATS3	154	82	99	22	1	15	0	-127	0	1	102											Stats													
ReImagined HPI RAW\guis\SCORE.GADGET22	5	0	STATS4	154	104	99	22	1	15	0	-127	0	1	102											Stats													
ReImagined HPI RAW\guis\SCORE.GADGET23	5	0	STATS6	402	35	99	22	1	15	0	-127	0	1	102											Stats													
ReImagined HPI RAW\guis\SCORE.GADGET24	5	0	STATS7	402	59	99	22	1	15	0	-127	0	1	102											Stats													
ReImagined HPI RAW\guis\SCORE.GADGET25	5	0	STATS8	402	82	99	22	1	15	0	-127	0	1	102											Stats													
ReImagined HPI RAW\guis\SCORE.GADGET26	5	0	STATS9	402	104	99	22	1	15	0	-127	0	1	102											Stats													
ReImagined HPI RAW\guis\SCORE.GADGET27	5	0	STATS5	402	12	99	22	1	15	0	-127	0	1	102											Stats													
ReImagined HPI RAW\guis\SCORE.GADGET28	5	0	PLAYER4	31	104	115	20	9	15	0	0	0	1	102											BUTTON NAME													
ReImagined HPI RAW\guis\SCORE.GADGET29	5	0	PLAYER1	31	35	118	21	9	15	0	0	0	1	102											BUTTON NAME													
ReImagined HPI RAW\guis\SCORE.GADGET30	5	0	PLAYER2	31	58	121	21	9	15	0	0	0	1	102											BUTTON NAME													
ReImagined HPI RAW\guis\SCORE.GADGET31	5	0	PLAYER3	31	80	116	21	9	15	0	0	0	1	102																								
ReImagined HPI RAW\guis\SELCAMP.GADGET0	0	205	HEADER	0	0	640	480	52685	52685	52685	0	-51	-51	-51		5	-51	-51	-51			PrevMenu														Start		
ReImagined HPI RAW\guis\SELCAMP.GADGET1	1	243	Start	498	364	122	46	2	15	0	0	0	1	-109											Start Campaign	0	83	0										
ReImagined HPI RAW\guis\SELCAMP.GADGET2	1	243	PrevMenu	499	418	121	44	2	15	0	0	0	1	-109											Previous Menu	0	80	0										
ReImagined HPI RAW\guis\SELCAMP.GADGET3	2	7	Campaign	25	38	256	213	1	15	0	0	0	1	-109																								
ReImagined HPI RAW\guis\SELCAMP.GADGET4	4	7	KNOB	280	38	15	212	2	4	0	101	0	1	-109																291	33	0	10					
ReImagined HPI RAW\guis\SELCAMP.GADGET5	5	243	TEXT	29	18	253	19	2	15	0	101	0	1	-109											Select Campaign													
ReImagined HPI RAW\guis\SELCAMPX.GADGET0	0	0	HEADER	0	0	640	480	52685	52685	52685	0	-51	1	-51		12	-51	-51	-51	NULL																		
ReImagined HPI RAW\guis\SELCAMPX.GADGET1	5	0	HEADING	399	45	111	15	2	15	0	102	0	1	54											Select Campaign													
ReImagined HPI RAW\guis\SELCAMPX.GADGET2	2	7	CAMPS	317	67	248	89	1	15	0	0	0	1	54																								
ReImagined HPI RAW\guis\SELCAMPX.GADGET3	1	0	SELECT	10	438	130	32	2	15	0	0	0	1	54											Select Campaign	0	83											
ReImagined HPI RAW\guis\SELCAMPX.GADGET4	1	0	PREVMENU	500	438	130	32	2	15	0	0	0	1	54											Previous Menu	0	80											
ReImagined HPI RAW\guis\SELCAMPX.GADGET5	5	243	TEXT	119	46	75	17	2	15	0	103	0	1	-109											Select Side													
ReImagined HPI RAW\guis\SELCAMPX.GADGET6	1	1	ARM	63	66	87	34	18	15	0	0	0	1	-109											ARM	1	65											
ReImagined HPI RAW\guis\SELCAMPX.GADGET7	1	1	CORE	154	66	87	35	18	15	0	0	0	1	-109											CORE	0	67											
ReImagined HPI RAW\guis\SELCAMPX.GADGET8	5	243	TEXT	282	166	64	15	2	15	0	103	0	1	-109											Difficulty													
ReImagined HPI RAW\guis\SELCAMPX.GADGET9	1	5	EASY	175	187	87	34	18	15	0	0	0	1	-109											Easy	0	69											
ReImagined HPI RAW\guis\SELCAMPX.GADGET10	1	5	MEDIUM	267	187	87	34	18	15	0	0	0	1	-109											Medium	1	77											
ReImagined HPI RAW\guis\SELCAMPX.GADGET11	1	5	HARD	359	187	87	34	18	15	0	0	0	1	-109											Hard	0	72											
ReImagined HPI RAW\guis\SELCAMPX.GADGET12	4	7	KNOB	565	67	14	89	2	4	0	101	0	1	-109																0	56	0	50					
ReImagined HPI RAW\guis\SELGAME.GADGET0	0	0	Selgame.GUI	0	0	640	480	52685	52685	52685	0	-51	1	-51		19	-51	-51	-51	NULL	STARTNEW	PREVMENU	STARTNEW															
ReImagined HPI RAW\guis\SELGAME.GADGET1	2	1	GAMENAME	12	122	107	173	1	15	0	0	0	1	54	Game Name																							
ReImagined HPI RAW\guis\SELGAME.GADGET2	1	0	PREVMENU	451	434	120	20	2	0	0	0	0	1	54											Previous Menu	0	80	0	0									
ReImagined HPI RAW\guis\SELGAME.GADGET3	1	0	JOINGAME	451	407	120	20	2	0	0	0	0	1	54											Join	0	74	0	0									
ReImagined HPI RAW\guis\SELGAME.GADGET4	5	243	HELPTEXT	9	460	346	18	17	15	0	101	0	1	121																								
ReImagined HPI RAW\guis\SELGAME.GADGET5	1	0	STARTNEW	451	327	120	20	2	0	0	0	0	1	54											New	0	78	0	0									
ReImagined HPI RAW\guis\SELGAME.GADGET6	2	1	PLAYERS	526	122	38	174	1026	15	0	0	0	1	54	Players in game / Max players																							
ReImagined HPI RAW\guis\SELGAME.GADGET7	2	1	MAPNAME	129	122	143	173	1025	15	0	0	0	1	54	Map game will play on																							
ReImagined HPI RAW\guis\SELGAME.GADGET8	2	1	STATUS	571	122	40	175	1026	15	0	0	0	1	54	Tells if game is in play																							
ReImagined HPI RAW\guis\SELGAME.GADGET9	1	0	WATCH	451	380	120	20	2	0	0	0	0	1	54											Watch	0	87	0	0									
ReImagined HPI RAW\guis\SELGAME.GADGET10	1	199	UPDATE	451	353	120	20	2	0	0	0	0	1	54											Update	0	85	0	0									
ReImagined HPI RAW\guis\SELGAME.GADGET11	2	1	ENERGY	471	122	47	175	1026	15	0	0	0	1	-111	Starting energy amount																							
ReImagined HPI RAW\guis\SELGAME.GADGET12	2	1	FULLMAP	389	122	25	175	1026	15	0	0	0	1	-111	Tells if you start with map																							
ReImagined HPI RAW\guis\SELGAME.GADGET13	2	1	LOS	354	122	27	174	1026	15	0	0	0	1	-111	Type of Line of Sight																							
ReImagined HPI RAW\guis\SELGAME.GADGET14	2	1	COMMANDER	279	122	34	173	1026	15	0	0	0	1	-111	Does dead commander end game?																							
ReImagined HPI RAW\guis\SELGAME.GADGET15	2	1	METAL	423	122	40	175	1026	15	0	0	0	1	22	Starting metal amount																							
ReImagined HPI RAW\guis\SELGAME.GADGET16	2	1	PING	319	122	27	173	1026	15	0	0	0	1	22	Average latency (big is bad)																							
ReImagined HPI RAW\guis\SELGAME.GADGET17	3	0	NICKNAME	198	345	112	21	0	15	0	0	0	1	-9																							63	
ReImagined HPI RAW\guis\SELGAME.GADGET18	3	0	PASSWORD	198	414	112	22	0	15	0	0	0	1	-45																							63	
ReImagined HPI RAW\guis\SELGAME.GADGET19	4	1	SLIDER	618	113	16	190	2	4	0	102	0	1	54																184	56	0	175					
ReImagined HPI RAW\guis\SELMAP.GADGET0	0	0	Selmap.GUI	84	12	494	420	52685	52685	52685	0	-51	1	-51		7	-51	-51	-51	NULL	MAPNAMES	PREVMENU	MAPNAMES															
ReImagined HPI RAW\guis\SELMAP.GADGET1	2	1	MAPNAMES	60	86	230	193	1	15	0	0	0	1	54																								
ReImagined HPI RAW\guis\SELMAP.GADGET2	1	0	PREVMENU	356	360	96	20	2	0	0	0	0	1	54											Cancel	0	67	0	0									
ReImagined HPI RAW\guis\SELMAP.GADGET3	1	0	LOAD	357	325	96	20	2	0	0	0	0	1	54											Select Map	0	83	0	0									
ReImagined HPI RAW\guis\SELMAP.GADGET4	4	1	SLIDER	305	75	16	203	2	4	0	102	0	1	54																197	56	0	175					
ReImagined HPI RAW\guis\SELMAP.GADGET5	6	0	MAPPIC	347	147	125	125	1024	15	0	0	0	1	0										0														
