	world	description	category	animating	footprintx	footprintz	height	filename	seqname	seqnameshad	animtrans	shadtrans	hitdensity	metal	damage	indestructible	seqnamereclamate	energy	seqnameburn	seqnameburnshad	featureburnt	burnmin	burnmax	sparktime	spreadchance	burnweapon	seqnamedie	featuredead	flamable	reclaimable	featurereclamamate	reproduce	reproducearea	blocking	geothermal	object	autoreclaimable	nodrawundergray	featurereclamate	nodisplayinfo	permanent	energy 
ReImagined HPI RAW\features\Slate\ROCKS1.Sl-RockSmudge4	Slate	Damaged Terrain	scars	0	2	2	0	slaterocks1	sl-rockscar4		1	1	100		20000													sl-rocksmudge4						0								
ReImagined HPI RAW\features\Slate\ROCKS1.Sl-RockSmudge5	Slate	Damaged Terrain	scars	0	3	3	0	slaterocks1	sl-rockscar5		1	1	100		20000													sl-rocksmudge5						0								
ReImagined HPI RAW\features\Slate\ROCKS2.SlateRock06	slate	Rock	rocks	0	3	3	60	slaterocks2	sl-rock06	sl-rock06shad	0	1	100	110	2000		sl-rock06rec											slatecrushed06		1				1					sl-rocksmudge6			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateRock07	slate	Rock	rocks	0	4	4	62	slaterocks2	sl-rock07	sl-rock07shad	0	1	100	175	2000		sl-rock07rec											slatecrushed07		1				1					sl-rocksmudge7			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateRock08	slate	Rock	rocks	0	5	5	88	slaterocks2	sl-rock08	sl-rock08shad	0	1	100	240	2000		sl-rock08rec											slatecrushed08		1				1					sl-rocksmudge8			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateRock09	slate	Rock	rocks	0	5	5	70	slaterocks2	sl-rock09	sl-rock09shad	0	1	100	249	2000		sl-rock09rec											slatecrushed09		1				1					sl-rocksmudge9			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateCrushed06	slate	Rock	rocks	0	3	3	26	slaterocks2	sl-crush06	sl-crush06shad	0	1	100	40	2000		sl-crush06rec											slatecrushed206		1				1					sl-rocksmudge6			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateCrushed07	slate	Rock	rocks	0	4	4	29	slaterocks2	sl-crush07	sl-crush07shad	0	1	100	60	2000		sl-crush07rec											slatecrushed207		1				1					sl-rocksmudge7			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateCrushed08	slate	Rock	rocks	0	5	5	42	slaterocks2	sl-crush08	sl-crush08shad	0	1	100	65	2000		sl-crush08rec											slatecrushed208		1				1					sl-rocksmudge8			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateCrushed09	slate	Rock	rocks	0	5	5	31	slaterocks2	sl-crush09	sl-crush09shad	0	1	100	85	2000		sl-crush09rec											slatecrushed209		1				1					sl-rocksmudge9			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateCrushed206	slate	Rock	rocks	0	3	3	6	slaterocks2	sl-crush206	sl-crush206shad	0	1	100	25	2000		sl-crush206rec											sl-rockscar6		1				1					sl-rocksmudge6			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateCrushed207	slate	Rock	rocks	0	4	4	8	slaterocks2	sl-crush207	sl-crush207shad	0	1	100	50	2000		sl-crush207rec											sl-rockscar7		1				1					sl-rocksmudge7			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateCrushed208	slate	Rock	rocks	0	5	5	11	slaterocks2	sl-crush208	sl-crush208shad	0	1	100	50	2000		sl-crush208rec											sl-rockscar8		1				1					sl-rocksmudge8			
ReImagined HPI RAW\features\Slate\ROCKS2.SlateCrushed209	slate	Rock	rocks	0	5	5	9	slaterocks2	sl-crush209	sl-crush209shad	0	1	100	75	2000		sl-crush209rec											sl-rockscar9		1				1					sl-rocksmudge9			
ReImagined HPI RAW\features\Slate\ROCKS2.Sl-RockScar6	slate	Damaged Terrain	scars	0	3	3	0	slaterocks2	sl-rockscar6		0	1	100		20000													sl-rockscar6						0								
ReImagined HPI RAW\features\Slate\ROCKS2.Sl-RockScar7	slate	Damaged Terrain	scars	0	4	4	0	slaterocks2	sl-rockscar7		0	1	100		20000													sl-rockscar7						0								
ReImagined HPI RAW\features\Slate\ROCKS2.Sl-RockScar8	slate	Damaged Terrain	scars	0	5	5	0	slaterocks2	sl-rockscar8		0	1	100		20000													sl-rockscar8						0								
ReImagined HPI RAW\features\Slate\ROCKS2.Sl-RockScar9	slate	Damaged Terrain	scars	0	5	5	0	slaterocks2	sl-rockscar9		0	1	100		20000													sl-rockscar9						0								
ReImagined HPI RAW\features\Slate\ROCKS2.Sl-RockSmudge6	slate	Damaged Terrain	scars	0	3	3	0	slaterocks2	sl-rockscar6		1	1	100		20000													sl-rocksmudge6						0								
ReImagined HPI RAW\features\Slate\ROCKS2.Sl-RockSmudge7	slate	Damaged Terrain	scars	0	4	4	0	slaterocks2	sl-rockscar7		1	1	100		20000													sl-rocksmudge7						0								
ReImagined HPI RAW\features\Slate\ROCKS2.Sl-RockSmudge8	slate	Damaged Terrain	scars	0	5	5	0	slaterocks2	sl-rockscar8		1	1	100		20000													sl-rocksmudge8						0								
ReImagined HPI RAW\features\Slate\ROCKS2.Sl-RockSmudge9	slate	Damaged Terrain	scars	0	5	5	0	slaterocks2	sl-rockscar9		1	1	100		20000													sl-rocksmudge9						0								
ReImagined HPI RAW\features\Slate\SPIRES.SlateStrata01	slate	Spire	spires	0	8	3	94	slatestrata	sl-strata01	sl-strata01shad	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.SlateStrata02	slate	Spire	spires	0	9	7	220	slatestrata	sl-strata02	sl-strata02shad	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.SlateStrata03	slate	Spire	spires	0	11	7	350	slatestrata	sl-strata03	sl-strata03shad	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.SlateStrata04	slate	Spire	spires	0	9	5	300	slatestrata	sl-strata04	sl-strata04shad	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.SlateStrata05	slate	Spire	spires	0	8	7	200	slatestrata	sl-strata05	sl-strata05shad	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.SlateStrata06	slate	Spire	spires	0	5	6	160	slatestrata	sl-strata06	sl-strata06shad	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.SlateStrata07	slate	Spire	spires	0	7	4	80	slatestrata	sl-strata07	sl-strata07shad	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata01	slate	Spire	spires	0	7	5	360	slatestrata	sl-fogstrata01		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata02	slate	Spire	spires	0	4	4	310	slatestrata	sl-fogstrata02		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata03	slate	Spire	spires	0	7	14	460	slatestrata	sl-fogstrata03		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata04	slate	Spire	spires	0	5	13	440	slatestrata	sl-fogstrata04		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata05	slate	Spire	spires	0	6	4	260	slatestrata	sl-fogstrata05		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata06	slate	Spire	spires	0	10	8	110	slatestrata	sl-fogstrata06		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata07	slate	Spire	spires	0	8	3	140	slatestrata	sl-fogstrata07		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata08	slate	Spire	spires	0	12	11	160	slatestrata	sl-fogstrata08		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata09	slate	Spire	spires	0	7	9	160	slatestrata	sl-fogstrata09		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata10	slate	Spire	spires	0	11	8	400	slatestrata	sl-fogstrata10		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\SPIRES.FogStrata11	slate	Spire	spires	0	4	2	160	slatestrata	sl-fogstrata11		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Slate\VENTS.SlateVent01	slate	Thermal Vent	steamvents	1	3	3	0	slatevents	slatevent1				0			1																			1							
ReImagined HPI RAW\features\Slate\VENTS.SlateVent02	slate	Thermal Vent	steamvents	1	3	3	0	slatevents	slatevent2				0			1																			1							
ReImagined HPI RAW\features\Slate\VENTS.SlateVent03	slate	Thermal Vent	steamvents	1	3	3	0	slatevents	slatevent3				0			1																			1							
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier01	urban	barrier	barriers	0	1	2	20	barriers	barrier01		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier02	urban	barrier	barriers	0	1	2	20	barriers	barrier02		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier03	urban	barrier	barriers	0	1	4	20	barriers	barrier03		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier04	urban	barrier	barriers	0	1	5	80	barriers	barrier04		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier05	urban	barrier	barriers	0	1	2	20	barriers	barrier05		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier06	urban	barrier	barriers	0	2	1	20	barriers	barrier06	barriershad06	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier07	urban	barrier	barriers	0	2	1	20	barriers	barrier07	barriershad07	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier08	urban	barrier	barriers	0	4	1	20	barriers	barrier08	barriershad08	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier09	urban	barrier	barriers	0	5	1	20	barriers	barrier09	barriershad09	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier10	urban	barrier	barriers	0	5	1	20	barriers	barrier10	barriershad10	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier11	urban	barrier	barriers	0	2	1	20	barriers	barrier11		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier12	urban	barrier	barriers	0	3	2	20	barriers	barrier12	barriershad12	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier13	urban	barrier	barriers	0	3	2	20	barriers	barrier13	barriershad1	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier14	urban	barrier	barriers	0	3	2	20	barriers	barrier14	barriershad14	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier15	urban	barrier	barriers	0	3	2	20	barriers	barrier15	barriershad15	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier16	urban	barrier	barriers	0	4	4	20	barriers	barrier16	barriershad16	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier17	urban	barrier	barriers	0	4	4	20	barriers	barrier17		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier18	urban	barrier	barriers	0	4	4	20	barriers	barrier18	barriershad18	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier19	urban	barrier	barriers	0	4	4	20	barriers	barrier19	barriershad19	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier20	urban	barrier	barriers	0	2	2	20	barriers	barrier20	barriershad20	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier21	urban	barrier	barriers	0	2	2	20	barriers	barrier21	barriershad21	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier22	urban	barrier	barriers	0	2	2	20	barriers	barrier22		0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\BARRIERS.Barrier23	urban	barrier	barriers	0	2	2	20	barriers	barrier23	barriershad23	0	1	100		2000	1																		1						1	1	
ReImagined HPI RAW\features\Urban\buildings_b.Building01	urban	Building	buildings	0	11	10	460	ur-buildings1	ur-building01	u-buildshad01	0	1	100	10400	3000		u-buildrec01										ur-boom01	Building01b	0	1		0	6	1					Buildingscar01			
ReImagined HPI RAW\features\Urban\buildings_b.Building01b	urban	Building	buildings	0	11	10	400	ur-buildings1	u-buildwreck01	u-wreckshad01	0	1	100	8000	1500		u-wreckrec01										ur-boom01b	Building01c	0	1		0	6	1					Buildingscar01			
ReImagined HPI RAW\features\Urban\buildings_b.Building01c	urban	Building	buildings	0	11	10	100	ur-buildings1	u-gird01	u-girdshad01	0	1	100	4000	1000		u-girdrec01										ur-boom01c	Buildingscar01	0	1		0	6	1					Buildingscar01			
ReImagined HPI RAW\features\Urban\buildings_b.Building02	urban	Willy Gates Bldg	buildings	0	9	11	200	ur-buildings1	ur-building02	u-buildshad02	0	1	100	6000	2000		u-buildrec02										ur-boom02	Building02b	0	1		0	6	1					Buildingscar02			
ReImagined HPI RAW\features\Urban\buildings_b.Building02b	urban	Willy Gates Bldg	buildings	0	9	11	175	ur-buildings1	u-buildwreck02	u-wreckshad02	0	1	100	4000	1500		u-wreckrec02										ur-boom02b	Building02c	0	1		0	6	1					Buildingscar02			
ReImagined HPI RAW\features\Urban\buildings_b.Building02c	urban	Willy Gates Bldg	buildings	0	9	11	385	ur-buildings1	u-gird02	u-girdshad02	0	1	100	3000	1000		u-girdrec02										ur-boom02c	Buildingscar02	0	1		0	6	1					Buildingscar02			
ReImagined HPI RAW\features\Urban\buildings_b.Building03	urban	Building	buildings	0	9	10	280	ur-buildings1	ur-building03	u-buildshad03	0	1	100	7500	2000		u-buildrec03										ur-boom03	Building03b	0	1		0	6	1					Buildingscar03			
ReImagined HPI RAW\features\Urban\buildings_b.Building03b	urban	Building	buildings	0	9	10	200	ur-buildings1	u-buildwreck03	u-wreckshad03	0	1	100	5000	1500		u-wreckrec03										ur-boom03b	Building03c	0	1		0	6	1					Buildingscar03			
ReImagined HPI RAW\features\Urban\buildings_b.Building03c	urban	Building	buildings	0	9	10	185	ur-buildings1	u-gird03	u-girdshad03	0	1	100	2500	1000		u-girdrec03										ur-boom03c	Buildingscar03	0	1		0	6	1					Buildingscar03			
ReImagined HPI RAW\features\Urban\buildings_b.Building04	urban	Building	buildings	0	12	8	490	ur-buildings1	ur-building04	u-buildshad04	0	1	100	10000	4000		u-buildrec04										ur-boom04	Building04b	0	1		0	6	1					Buildingscar04			
ReImagined HPI RAW\features\Urban\buildings_b.Building04b	urban	Building	buildings	0	12	8	400	ur-buildings1	u-buildwreck04	u-wreckshad04	0	1	100	7000	2500		u-wreckrec04										ur-boom04b	Building04c	0	1		0	6	1					Buildingscar04			
ReImagined HPI RAW\features\Urban\buildings_b.Building04c	urban	Building	buildings	0	12	8	385	ur-buildings1	u-gird04	u-girdshad04	0	1	100	4000	1500		u-girdrec04										ur-boom04c	Buildingscar04	0	1		0	6	1					Buildingscar04			
ReImagined HPI RAW\features\Urban\buildings_b.Building05	urban	Building	buildings	0	9	7	420	ur-buildings1	ur-building05	u-buildshad05	0	1	100	7000	3000		u-buildrec05										ur-boom05	Building05b	0	1		0	6	1					Buildingscar05			
ReImagined HPI RAW\features\Urban\buildings_b.Building05b	urban	Building	buildings	0	9	7	380	ur-buildings1	u-buildwreck05	u-wreckshad05	0	1	100	4000	1500		u-wreckrec05										ur-boom05b	Building05c	0	1		0	6	1					Buildingscar05			
ReImagined HPI RAW\features\Urban\buildings_b.Building05c	urban	Building	buildings	0	9	7	325	ur-buildings1	u-gird05	u-girdshad05	0	1	100	2500	1000		u-girdrec05										ur-boom05c	Buildingscar05	0	1		0	6	1					Buildingscar05			
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar01	urban	Damaged Terrain	scars	0	11	10	0	ur-leftovers	ur-buildscar01		1		0															Buildingscar01	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar02	urban	Damaged Terrain	scars	0	9	14	0	ur-buildings1	ur-buildscar02		1		0															Buildingscar02	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar03	urban	Damaged Terrain	scars	0	9	10	0	ur-buildings1	ur-buildscar03		1		0															Buildingscar03	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar04	urban	Damaged Terrain	scars	0	12	10	0	ur-buildings1	ur-buildscar04		1		0															Buildingscar04	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar05	urban	Damaged Terrain	scars	0	9	7	0	ur-buildings1	ur-buildscar05		1		0															Buildingscar05	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Building06	urban	Building	buildings	0	12	6	220	ur-buildings2	ur-building06	u-buildshad06	0	1	100	11000	4000		u-buildrec06										ur-boom06	Building06b	0	1		0	6	1					Buildingscar06			
ReImagined HPI RAW\features\Urban\buildings_b.Building06b	urban	Building	buildings	0	12	6	220	ur-buildings2	u-buildwreck06	u-wreckshad06	0	1	100	9000	2500		u-wreckrec06										ur-boom06b	Building06c	0	1		0	6	1					Buildingscar06			
ReImagined HPI RAW\features\Urban\buildings_b.Building06c	urban	Building	buildings	0	12	6	180	ur-buildings2	u-gird06	u-girdshad06	0	1	100	5000	2000		u-girdrec06										ur-boom06c	Buildingscar06	0	1		0	6	1					Buildingscar06			
ReImagined HPI RAW\features\Urban\buildings_b.Building07	urban	Building	buildings	0	12	10	460	ur-buildings2	ur-building07	u-buildshad07	0	1	100	9985	3800		u-buildrec07										ur-boom07	Building07b	0	1		0	6	1					Buildingscar07			
ReImagined HPI RAW\features\Urban\buildings_b.Building07b	urban	Building	buildings	0	12	10	420	ur-buildings2	u-buildwreck07	u-wreckshad07	0	1	100	5800	2500		u-wreckrec07										ur-boom07b	Building07c	0	1		0	6	1					Buildingscar07			
ReImagined HPI RAW\features\Urban\buildings_b.Building07c	urban	Building	buildings	0	12	10	250	ur-buildings2	u-gird07	u-girdshad07	0	1	100	3500	1500		u-girdrec07										ur-boom07c	Buildingscar07	0	1		0	6	1					Buildingscar07			
ReImagined HPI RAW\features\Urban\buildings_b.Building08	urban	Building	buildings	0	6	4	110	ur-buildings2	ur-building08	u-buildshad08	0	1	100	2000	1500		u-buildrec08										ur-boom08	Building08b	0	1		0	6	1					Buildingscar08			
ReImagined HPI RAW\features\Urban\buildings_b.Building08b	urban	Building	buildings	0	6	4	100	ur-buildings2	u-buildwreck08	u-wreckshad08	0	1	100	1000	925		u-wreckrec08										ur-boom08b	Building08c	0	1		0	6	1					Buildingscar08			
ReImagined HPI RAW\features\Urban\buildings_b.Building08c	urban	Building	buildings	0	6	4	85	ur-buildings2	u-gird08	u-girdshad08	0	1	100	500	500		u-girdrec08										ur-boom08c	Buildingscar08	0	1		0	6	1					Buildingscar08			
ReImagined HPI RAW\features\Urban\buildings_b.Building09	urban	Building	buildings	0	5	5	110	ur-buildings2	ur-building09	u-buildshad09	0	1	100	1850	1000		u-buildrec09										ur-boom09	Building09b	0	1		0	6	1					Buildingscar09			
ReImagined HPI RAW\features\Urban\buildings_b.Building09b	urban	Building	buildings	0	5	5	95	ur-buildings2	u-buildwreck09	u-wreckshad09	0	1	100	875	750		u-wreckrec09										ur-boom09b	Building09c	0	1		0	6	1					Buildingscar09			
ReImagined HPI RAW\features\Urban\buildings_b.Building09c	urban	Building	buildings	0	5	5	70	ur-buildings2	u-gird09	u-girdshad09	0	1	100	500	500		u-girdrec09										ur-boom09c	Buildingscar09	0	1		0	6	1					Buildingscar09			
ReImagined HPI RAW\features\Urban\buildings_b.Building10	urban	Cheese Factory	buildings	0	7	11	105	ur-buildings2	ur-building10	u-buildshad10	0	1	100	6500	2000		u-buildrec10										ur-boom10	Building10b	0	1		0	6	1					Buildingscar10			
ReImagined HPI RAW\features\Urban\buildings_b.Building10b	urban	Cheese Factory	buildings	0	7	11	95	ur-buildings2	u-buildwreck10	u-wreckshad10	0	1	100	3500	1500		u-buildrec10										ur-boom10b	Building10c	0	1		0	6	1					Buildingscar10			
ReImagined HPI RAW\features\Urban\buildings_b.Building10c	urban	Cheese Factory	buildings	0	7	11	85	ur-buildings2	u-gird10	u-girdshad10	0	1	100	1500	875		u-girdrec10										ur-boom10c	Buildingscar10	0	1		0	6	1					Buildingscar10			
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar06	urban	Damaged Terrain	scars	0	12	6	0	ur-leftovers	ur-buildscar06		1		0															Buildingscar06	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar07	urban	Damaged Terrain	scars	0	12	10	0	ur-buildings2	ur-buildscar07		1		0															Buildingscar07	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar08	urban	Damaged Terrain	scars	0	6	4	0	ur-buildings2	ur-buildscar08		1		0															Buildingscar08	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar09	urban	Damaged Terrain	scars	0	5	5	0	ur-buildings2	ur-buildscar09		1		0															Buildingscar09	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar10	urban	Damaged Terrain	scars	0	7	11	0	ur-buildings2	ur-buildscar10		1		0															Buildingscar10	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Building11	urban	Building	buildings	0	5	8	140	ur-buildings3	ur-building11	u-buildshad11	0	1	100	7000	2500		u-buildrec11										ur-boom11	Building11b	0	1		0	6	1					Buildingscar11			
ReImagined HPI RAW\features\Urban\buildings_b.Building11b	urban	Building	buildings	0	5	8	120	ur-buildings3	u-buildwreck11	u-wreckshad11	0	1	100	5000	2000		u-wreckrec11										ur-boom11b	Building11c	0	1		0	6	1					Buildingscar11			
ReImagined HPI RAW\features\Urban\buildings_b.Building11c	urban	Building	buildings	0	5	8	95	ur-buildings3	u-gird11	u-girdshad11	0	1	100	3000	1000		u-girdrec11										ur-boom11c	Buildingscar11	0	1		0	6	1					Buildingscar11			
ReImagined HPI RAW\features\Urban\buildings_b.Building12	urban	Building	buildings	0	5	5	230	ur-buildings3	ur-building12	u-buildshad12	0	1	95	4250	1000		u-buildrec12										ur-boom12	Building12b	0	1		0	6	1					Buildingscar12			
ReImagined HPI RAW\features\Urban\buildings_b.Building12b	urban	Building	buildings	0	5	5	200	ur-buildings3	u-buildwreck12	u-wreckshad12	0	1	95	2600	750		u-wreckrec12										ur-boom12b	Building12c	0	1		0	6	1					Buildingscar12			
ReImagined HPI RAW\features\Urban\buildings_b.Building12c	urban	Building	buildings	0	5	5	200	ur-buildings3	u-gird12	u-girdshad12	0	1	90	908	500		u-girdrec12										ur-boom12c	Buildingscar12	0	1		0	6	1					Buildingscar12			
ReImagined HPI RAW\features\Urban\buildings_b.Building13	urban	Building	buildings	0	4	4	140	ur-buildings3	ur-building13	u-buildshad13	0	1	100	4000	1000		u-buildrec13										ur-boom13	Building13b	0	1		0	6	1					Buildingscar13			
ReImagined HPI RAW\features\Urban\buildings_b.Building13b	urban	Building	buildings	0	4	4	100	ur-buildings3	u-buildwreck13	u-wreckshad13	0	1	100	1500	750		u-wreckrec13										ur-boom13b	Building13c	0	1		0	6	1					Buildingscar13			
ReImagined HPI RAW\features\Urban\buildings_b.Building13c	urban	Building	buildings	0	4	4	385	ur-buildings3	u-gird13	u-girdshad13	0	1	100	975	500		u-girdrec13										ur-boom13c	Buildingscar13	0	1		0	6	1					Buildingscar13			
ReImagined HPI RAW\features\Urban\buildings_b.Building14	urban	Building	buildings	0	5	5	160	ur-buildings3	ur-building14	u-buildshad14	0	1	100	5000	2000		u-buildrec14										ur-boom14	Building14b	0	1		0	6	1					Buildingscar14			
ReImagined HPI RAW\features\Urban\buildings_b.Building14b	urban	Building	buildings	0	5	5	100	ur-buildings3	u-buildwreck14	u-wreckshad14	0	1	70	1000	975		u-wreckrec14										ur-boom14b	Building14c	0	1		0	6	1					Buildingscar14			
ReImagined HPI RAW\features\Urban\buildings_b.Building14c	urban	Building	buildings	0	5	5	50	ur-buildings3	u-gird14	u-girdshad14	0	1	55	500	500		u-girdrec14										ur-boom14c	Buildingscar14	0	1		0	6	1					Buildingscar14			
ReImagined HPI RAW\features\Urban\buildings_b.Building15	urban	Building	buildings	0	3	3	170	ur-buildings3	ur-building15	u-buildshad15	0	1	100	2900	2000		u-buildrec15										ur-boom15	Building15b	0	1		0	6	1					Buildingscar15			
ReImagined HPI RAW\features\Urban\buildings_b.Building15b	urban	Building	buildings	0	3	3	95	ur-buildings3	u-buildwreck15	u-wreckshad15	0	1	90	1005	1500		u-wreckrec15										ur-boom15b	Building15c	0	1		0	6	1					Buildingscar15			
ReImagined HPI RAW\features\Urban\buildings_b.Building15c	urban	Building	buildings	0	3	3	90	ur-buildings3	u-gird15	u-girdshad15	0	1	85	753	975		u-girdrec15										ur-boom15c	Buildingscar15	0	1		0	6	1					Buildingscar15			
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar11	urban	Damaged Terrain	scars	0	5	7	0	ur-leftovers	ur-buildscar11		1		0															Buildingscar11	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar12	urban	Damaged Terrain	scars	0	5	5	0	ur-buildings3	ur-buildscar12		1		0															Buildingscar12	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar13	urban	Damaged Terrain	scars	0	4	4	0	ur-buildings3	ur-buildscar13		1		0															Buildingscar13	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar14	urban	Damaged Terrain	scars	0	5	5	0	ur-buildings3	ur-buildscar14		1		0															Buildingscar14	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\buildings_b.Buildingscar15	urban	Damaged Terrain	scars	0	3	3	0	ur-buildings3	ur-buildscar15		1		0															Buildingscar15	0	0		0	6	0								
ReImagined HPI RAW\features\Urban\CARS.Car01	urban	Car	cars	0	1	1	14	cars	car01	carshad01	0	1	100	25	250		carec01										carboom01	carscar05	0	1		0	6	1					carscar05			
ReImagined HPI RAW\features\Urban\CARS.Car02	urban	Car	cars	0	2	1	14	cars	car02	carshad02	0	1	100	30	250		carec02										carboom01	carscar01	0	1		0	6	1					carscar01			
ReImagined HPI RAW\features\Urban\CARS.Car03	urban	Car	cars	0	2	1	15	cars	car03	carshad03	0	1	10	25			carec03										carboom01	carscar01	0	1		0	6	1					carscar01			
ReImagined HPI RAW\features\Urban\CARS.Car04	urban	Car	cars	0	2	1	14	cars	car04	carshad04	0	1	100	35	250		carec04										carboom01	carscar01	0	1		0	6	1					carscar01			
ReImagined HPI RAW\features\Urban\CARS.Car05	urban	Car	cars	0	2	1	15	cars	car05	carshad05	0	1	100	25	250		carec05										carboom01	carscar01	0	1		0	6	1					carscar01			
ReImagined HPI RAW\features\Urban\CARS.Car06	urban	Car	cars	0	1	2	15	cars	car06	carshad06	0	1	100	30	250		carec06										carboom02	carscar02	0	1		0	6	1					carscar02			
ReImagined HPI RAW\features\Urban\CARS.Car07	urban	Car	cars	0	1	2	15	cars	car07	carshad07	0	1	100	25	250		carec07										carboom02	carscar02	0	1		0	6	1					carscar02			
