	COMMON.id	COMMON.assoc	COMMON.name	COMMON.xpos	COMMON.ypos	COMMON.width	COMMON.height	COMMON.attribs	COMMON.colorf	COMMON.colorb	COMMON.texturenumber	COMMON.fontnumber	COMMON.active	COMMON.commonattribs	COMMON.help	totalgadgets	VERSION.major	VERSION.minor	VERSION.revision	panel	crdefault	escdefault	defaultfocus	hotornot	text	status	quickkey	grayedout	stages	range	thick	knobpos	knobsize	filename	link	crtdefault	maxchars	itemheight
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET0	0	0	Msnbrief.GUI	0	0	640	480	0	0	0	0	8	0	0		11	1	0	0	PANEL	Start	PrevMenu	SHUTUP															
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET1	1	0	PrevMenu	475	394	120	20	2	0	0	0	9	1	0											Previous	0	80	0	0									
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET2	1	243	Start	499	432	96	31	2	0	0	0	9	1	0											Start	0	83	0	0									
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET3	6	243	PLANET	0	0	224	107	1026	15	0	101	9	1	81										0														
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET4	6	243	PANORAMA	45	130	550	123	1026	15	0	101	9	1	81										0														
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET5	5	243	MOREBAR	47	437	370	15	1298	15	0	100	0	1	-125																								
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET6	5	243	TextRegion	48	285	360	148	1297	15	0	0	0	1	-125																								
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET7	7	243	FONT	454	293	186	136	1	15	0	0	9	1	-125																				smlfont				
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET8	7	243	FONT	600	321	26	66	1	15	0	0	9	1	-125																				armfont				
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET9	7	243	FONT	600	321	26	66	1	15	0	0	9	1	-125																				corefont				
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET10	6	0	SOLARSYSTEM	415	0	225	107	1024	15	0	0	0	0	0										0														
ReImagined HPI Compile\ReIm_GUIs\MSNBRIEF.GADGET11	1	0	SHUTUP	475	283	120	20	16385	0	0	0	0	1	0											No Narration|Narration	0	78	0	2									
ReImagined HPI Compile\ReIm_GUIs\MULTIMSG.GADGET0	0	0	HEADER	147	115	375	375	0	0	0	0	0	0	0		2	0	0	0		OK	OK	GotoWebsite															
ReImagined HPI Compile\ReIm_GUIs\MULTIMSG.GADGET1	1	0	GotoWebsite	23	180	321	20	2	15	0	0	0	1	0											Go to www.cavedog.com	0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\MULTIMSG.GADGET2	1	0	OK	123	210	120	20	2	15	0	0	0	1	0											OK	0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET0	0	205	HEADER	0	0	640	480	52685	52685	52685	0	-51	-51	-51		11	-51	-51	-51																			
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET1	1	40	NOTRAK	280	103	120	20	1	15	0	0	0	1	0											Off|On	0	0	0	2									
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET2	5	243	TEXT	281	83	120	16	2	15	0	0	0	1	0											CD Music													
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET3	4	243	MUSICVOL	280	170	121	16	1	4	0	0	0	1	0																114	30	0	10					
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET4	5	243	TEXT	288	152	104	16	2	15	0	0	0	1	0											Music Volume													
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET5	1	50	TRACKTYPE	280	313	120	20	1	15	0	0	0	1	0											Building|Battle|Victory|Defeat|Unused	0	0	0	5									
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET6	1	243	CDPREV	281	262	16	16	2	15	0	0	0	1	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET7	1	243	CDSTOP	311	262	16	16	2	15	0	0	0	1	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET8	1	243	CDPLAY	341	262	16	16	2	15	0	0	0	1	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET9	1	243	CDNEXT	371	262	16	16	2	15	0	0	0	1	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET10	5	243	TRACKNUM	281	283	117	13	2	15	0	0	0	1	0											#													
ReImagined HPI Compile\ReIm_GUIs\MUSIC.GADGET11	1	0	TRACKMODE	281	215	120	20	1	15	0	0	0	1	0											Play All|Random|Repeat|Custom	0	0	0	4									
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET0	0	205	HEADER	128	128	150	352	52685	52685	52685	0	-51	-51	-51		13	-51	-51	-51																			
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET1	12	0	MUSICRT	0	0	150	355	0	15	0	0	0	1	0																								
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET2	1	40	NOTRAK	14	24	120	20	1	15	0	0	0	1	0											Off|On	0	0	0	2									
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET3	4	243	MUSICVOL	12	68	121	16	1	4	0	0	0	1	0																110	30	0	10					
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET4	5	243	TEXT	13	50	104	16	1	15	0	0	0	1	0											Music Volume													
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET5	1	50	TRACKTYPE	13	202	120	20	1	15	0	0	0	1	0											Building|Battle|Victory|Defeat|Unused	0	0	0	5									
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET6	1	243	CDPREV	13	151	16	16	2	15	0	0	0	1	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET7	1	243	CDSTOP	44	151	16	16	2	15	0	0	0	1	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET8	1	243	CDPLAY	74	151	16	16	2	15	0	0	0	1	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET9	1	243	CDNEXT	104	151	16	16	2	15	0	0	0	1	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET10	1	40	TRACKMODE	14	108	120	20	1	15	0	0	0	1	0											Play All|Random|Repeat|Custom	0	0	0	4									
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET11	5	243	TRACKNUM	14	178	117	16	2	15	0	0	0	1	0											#													
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET12	1	243	RESTORE	13	269	120	20	2	15	0	0	0	1	-56											Restore Defaults	0	99	0	0									
ReImagined HPI Compile\ReIm_GUIs\MUSICRT.GADGET13	1	243	UNDO	13	304	120	20	2	15	0	0	0	1	-56											Undo Changes	0	99	0	0									
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET0	0	205	HEADER	0	0	640	480	52685	52685	52685	0	-51	-51	-51		13	-51	-51	-51																			
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET1	1	243	Start	498	364	122	46	2	15	0	0	0	1	-109											Start Campaign	0	83											
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET2	1	243	PrevMenu	499	418	121	44	2	15	0	0	0	1	-109											Previous Menu	0	80											
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET3	2	7	Campaign	298	33	291	292	1	15	0	0	0	1	-109																								
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET4	4	7	KNOB	589	33	15	291	2	4	0	101	0	1	-109																291	33	0	10					
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET5	5	243	TEXT	300	14	253	19	2	15	0	101	0	1	-109											Select Campaign													
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET6	1	5	Side0	27	22	159	49	18	15	0	0	0	1	-109											Arm	1	0											
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET7	1	5	Side1	27	78	159	47	18	15	0	0	0	1	-109											Core	0	0											
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET8	1	6	Easy	28	302	107	41	18	15	0	0	0	1	-109											Easy	0	69											
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET9	1	6	Medium	27	351	108	39	18	15	0	0	0	1	-109											Medium	1	77											
ReImagined HPI Compile\ReIm_GUIs\NEWCAMP.GADGET10	1	6	Hard	27	400	108	39	18	15	0	0	0	1	-109											Hard	0	72											
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET0	0	205	HEADER	0	0	640	480	52685	52685	52685	0	-51	-51	-51		17	-51	-51	-51		Start	PrevMenu																
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET1	1	243	PrevMenu	461	372	119	19	2	15	0	0	0	1	-109											Previous Menu	0	80	0										
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET2	1	243	Start	486	416	95	29	2	15	0	0	0	1	-109											Start	0	83	0										
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET3	2	7	Campaign	34	314	318	142	1	15	0	0	0	0	-109																								
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET4	4	7	CampaignKnob	369	314	15	136	2	4	0	101	0	0	-109																77	33	0	10					
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET5	4	19	MissionsKnob	369	388	15	74	2	4	0	0	0	0	0																79	24	0	10					
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET6	2	19	Missions	34	386	318	78	1	15	0	0	0	0	0																								
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET7	1	49	Side0	177	74	132	106	1042	15	0	0	0	1	-109												0	0	0										
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET8	1	49	Side1	424	74	129	104	1042	15	0	0	0	1	-109												0	0	0										
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET9	5	243	SIDENAME	380	140	0	0	1026	15	0	100	0	1	-46																								
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET10	1	45	Difficulty	461	327	108	20	2	15	0	0	0	1	-109											Easy|Medium|Hard	0	0	0	3									
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET11	1	35	Arm	209	250	95	20	18	15	0	0	0	1	-109											Arm	0	0	0										
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET12	1	35	Core	456	250	95	20	18	15	0	0	0	1	-109											Core	0	0	0										
ReImagined HPI Compile\ReIm_GUIs\NEWGAME.GADGET13	5	243	TEXT	463	308	117	12	1	15	0	0	0	1	0											Set Difficulty													
ReImagined HPI Compile\ReIm_GUIs\NEWMULTI.GADGET0	0	205	HEADER	0	0	640	480	52685	52685	52685	0	-51	-51	-51		5	-51	-51	-51		OK	CANCEL	OK															
ReImagined HPI Compile\ReIm_GUIs\NEWMULTI.GADGET1	1	243	OK	451	320	119	21	2	15	0	0	0	1	22											Next	0	N	0										
ReImagined HPI Compile\ReIm_GUIs\NEWMULTI.GADGET2	1	243	CANCEL	451	362	119	19	2	15	0	0	0	1	22											Previous	0	P	0										
ReImagined HPI Compile\ReIm_GUIs\NEWMULTI.GADGET3	3	0	GAMENAME	250	130	237	25	0	15	0	0	0	1	120											Test String												63	
ReImagined HPI Compile\ReIm_GUIs\NEWMULTI.GADGET4	3	0	NICKNAME	250	189	112	27	0	15	0	0	0	1	120											Test String												10	
ReImagined HPI Compile\ReIm_GUIs\NEWMULTI.GADGET5	3	0	PASSWORD	250	248	112	28	0	15	0	0	0	1	121																							10	
ReImagined HPI Compile\ReIm_GUIs\OPTION.GADGET0	0	205	HEADER	101	7	426	410	52685	52685	52685	0	-51	-51	-51		8	-51	-51	-51																			
ReImagined HPI Compile\ReIm_GUIs\OPTION.GADGET1	1	243	LOADGAME	113	84	186	32	2	15	0	0	0	1	0											Load Game	0	76	0										
ReImagined HPI Compile\ReIm_GUIs\OPTION.GADGET2	1	243	SAVEGAME	114	126	187	34	2	15	0	0	0	1	0											Save Game	0	83	0										
ReImagined HPI Compile\ReIm_GUIs\OPTION.GADGET3	1	243	PREFS	114	170	187	34	2	15	0	0	0	1	0											Preferences	0	80	0										
ReImagined HPI Compile\ReIm_GUIs\OPTION.GADGET4	1	243	EXIT	114	304	190	34	2	15	0	0	0	1	0											End Mission	0	69	0										
ReImagined HPI Compile\ReIm_GUIs\OPTION.GADGET5	1	243	OK	322	354	92	44	2	15	0	0	0	1	0											OK	0	13	0										
ReImagined HPI Compile\ReIm_GUIs\OPTION.GADGET6	5	243	TEXT	161	34	89	19	2	15	0	0	0	1	0											GAME OPTIONS													
ReImagined HPI Compile\ReIm_GUIs\OPTION.GADGET7	1	243	HELP	114	214	188	33	2	15	0	0	0	1	0											Help	0	72	0										
ReImagined HPI Compile\ReIm_GUIs\OPTION.GADGET8	1	243	MISSION	114	258	188	34	2	15	0	0	0	1	0											Mission Objective	0	77	0										
ReImagined HPI Compile\ReIm_GUIs\PREFS.GADGET0	0	205	Prefs.gui	0	126	128	354	52685	52685	52685	0	-51	-51	-51		7	-51	-51	-51		PREV	PREV	PREV															
ReImagined HPI Compile\ReIm_GUIs\PREFS.GADGET1	12	243	IGOPT	0	2	128	352	2	0	0	100	0	1	-63																								
ReImagined HPI Compile\ReIm_GUIs\PREFS.GADGET2	1	30	SOUND	13	24	96	31	18	0	0	0	0	1	0											SOUND	0	83	0	0									
ReImagined HPI Compile\ReIm_GUIs\PREFS.GADGET3	1	30	SPEEDS	13	108	96	31	18	0	0	0	0	1	0											INTERFACE	0	73	0	0									
ReImagined HPI Compile\ReIm_GUIs\PREFS.GADGET4	1	30	VISUALS	13	150	96	31	18	0	0	0	0	1	0											VISUALS	0	86	0	0									
ReImagined HPI Compile\ReIm_GUIs\PREFS.GADGET5	1	243	PREV	13	251	96	31	2	0	0	0	0	1	0											OK	0	79	0	0									
ReImagined HPI Compile\ReIm_GUIs\PREFS.GADGET6	1	243	CANCEL	13	293	96	31	2	0	0	0	0	1	31											Cancel	0	67	0	0									
ReImagined HPI Compile\ReIm_GUIs\PREFS.GADGET7	1	30	MUSIC	13	66	96	31	18	0	0	0	0	1	6											MUSIC	0	77	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET0	0	205	HEADER	0	0	499	449	52685	52685	52685	0	-51	-51	-51		35	-51	-51	-51		OK																	
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET1	1	243	OK	211	415	95	20	2	15	0	0	0	1	22											OK	0	79	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET2	6	0	junk	0	0	0	0	0	15	0	0	0	0	0										0														
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET3	5	0	TEXT	55	25	453	16	1	15	0	0	0	1	104											Choose where you would like your scores reported to:													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET4	1	0	CHK0	60	70	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET5	5	0	SERVICE0	86	72	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET6	1	0	CHK1	60	90	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET7	5	0	SERVICE1	86	92	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET8	1	0	CHK2	60	110	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET9	5	0	SERVICE2	86	112	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET10	1	0	CHK3	60	130	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET11	5	0	SERVICE3	86	132	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET12	1	0	CHK4	60	150	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET13	5	0	SERVICE4	86	152	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET14	1	0	CHK5	60	170	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET15	5	0	SERVICE5	86	172	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET16	1	0	CHK6	60	190	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET17	5	0	SERVICE6	86	192	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET18	1	0	CHK7	60	210	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET19	5	0	SERVICE7	86	212	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET20	1	0	CHK8	60	230	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET21	5	0	SERVICE8	86	232	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET22	1	0	CHK9	60	250	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET23	5	0	SERVICE9	86	252	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET24	1	0	CHK10	60	270	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET25	5	0	SERVICE10	86	272	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET26	1	0	CHK11	60	290	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET27	5	0	SERVICE11	86	292	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET28	1	0	CHK12	60	310	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET29	5	0	SERVICE12	86	312	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET30	1	0	CHK13	60	330	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET31	5	0	SERVICE13	86	332	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET32	1	0	CHK14	60	350	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET33	5	0	SERVICE14	86	352	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET34	1	0	CHK15	60	370	16	16	192	15	0	0	0	0	0												0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\REPORT.GADGET35	5	0	SERVICE15	86	372	355	18	1	15	0	0	0	0	104											Service													
ReImagined HPI Compile\ReIm_GUIs\RESTART.GADGET0	0	205	HEADER	287	106	252	221	52685	52685	52685	0	-51	-51	-51		7	-51	-51	-51		CANCEL	CANCEL	Difficulty															
ReImagined HPI Compile\ReIm_GUIs\RESTART.GADGET1	5	243	HEADING	0	13	198	20	2	15	0	0	0	0	0											Restart													
ReImagined HPI Compile\ReIm_GUIs\RESTART.GADGET2	5	243	MISSIONNAME	25	50	200	18	2	15	0	0	0	1	0																								
ReImagined HPI Compile\ReIm_GUIs\RESTART.GADGET3	5	243	Adjust	67	110	120	20	1	15	0	0	0		0											Adjust Difficulty													
ReImagined HPI Compile\ReIm_GUIs\RESTART.GADGET4	1	243	Difficulty	67	127	120	20	1	15	0	0	0		0											Easy|Medium|Hard	0	0	0	3									
ReImagined HPI Compile\ReIm_GUIs\RESTART.GADGET5	1	243	CANCEL	43	178	80	20	2	15	0	0	0	1	0											Cancel	0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\RESTART.GADGET6	1	243	RESTART	134	178	80	20	2	15	0	0	0	1	0											Restart	0	0	0	0									
ReImagined HPI Compile\ReIm_GUIs\RESTART.GADGET7	5	0	MISSIONNAME1	25	68	200	16	2	15	0	0	0	1	104																								
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET0	0	205	restrict2.GUI	0	0	640	480	52685	52685	52685	0	-51	-51	-51		32	-51	-51	-51																			
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET1	4	1	SCROLLSLIDER	447	50	16	399	2	4	0	-127	0	1	86																400	152	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET2	2	1	PICLIST	39	57	36	385	1	15	0	0	0	1	86																								
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET3	1	167	OK	480	381	120	20	2	0	0	0	0	1	86											OK	0	79	0	0									
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET4	1	167	Cancel	479	423	120	20	2	0	0	0	0	1	86											Cancel	0	67	0	0									
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET5	1	0	Load	478	202	120	20	2	0	0	0	0	1	86											Load List	0	76	0	0									
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET6	1	0	Save	479	254	120	20	2	0	0	0	0	1	86											Save List	0	83	0	0									
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET7	2	1	DESCLIST	80	57	213	387	1	15	0	0	0	1	105																								
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET8	4	11	SLIDER0	293	66	90	16	1	4	0	0	0	1	105																106	21	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET9	4	12	SLIDER1	293	97	90	16	1	4	0	0	0	1	105																102	21	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET10	4	13	SLIDER2	293	130	90	16	1	4	0	0	0	1	105																105	16	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET11	4	14	SLIDER3	293	162	90	16	1	4	0	0	0	1	105																97	5	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET12	4	15	SLIDER4	293	193	90	16	1	4	0	0	0	1	105																94	12	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET13	4	16	SLIDER5	293	225	90	16	1	4	0	0	0	1	105																90	16	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET14	4	17	SLIDER6	293	258	90	16	1	4	0	0	0	1	105																109	16	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET15	4	18	SLIDER7	293	290	90	16	1	4	0	0	0	1	105																103	14	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET16	4	19	SLIDER8	293	322	90	16	1	4	0	0	0	1	105																105	10	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET17	4	20	SLIDER9	293	353	90	16	1	4	0	0	0	1	105																100	10	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET18	4	21	SLIDER10	293	386	90	16	1	4	0	0	0	1	105																95	8	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET19	4	22	SLIDER11	293	419	90	16	1	4	0	0	0	1	105																101	12	0	10					
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET20	5	0	COUNT0	385	67	50	15	18	15	0	0	0	1	0											count0													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET21	5	0	COUNT1	385	100	50	17	18	15	0	0	0	1	0											count1													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET22	5	0	COUNT2	385	131	50	17	18	15	0	0	0	1	0											count2													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET23	5	0	COUNT3	385	163	50	16	18	15	0	0	0	1	0											count3													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET24	5	0	COUNT4	385	194	50	13	18	15	0	0	0	1	0											count4													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET25	5	0	COUNT5	385	227	50	17	18	15	0	0	0	1	0											count5													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET26	5	0	COUNT6	385	259	50	17	18	15	0	0	0	1	0											count6													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET27	5	0	COUNT7	385	292	50	19	18	15	0	0	0	1	0											count7													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET28	5	0	COUNT8	385	324	50	20	18	15	0	0	0	1	0											count8													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET29	5	0	COUNT9	385	355	50	18	18	15	0	0	0	1	0											count9													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET30	5	0	COUNT10	385	387	50	19	18	15	0	0	0	1	0											count10													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET31	5	0	COUNT11	385	421	50	16	18	15	0	0	0	1	0											count11													
ReImagined HPI Compile\ReIm_GUIs\restrict2.GADGET32	1	0	Reset	479	306	120	20	2	0	0	0	0	1	0											Reset List	0	82	0	0									
ReImagined HPI Compile\ReIm_GUIs\SAVEGAME.GADGET0	0	0	HEADER	115	46	400	316	52685	52685	52685	0	-51	1	-51		6	-51	-51	-51	NULL																		
ReImagined HPI Compile\ReIm_GUIs\SAVEGAME.GADGET1	5	0	SaveGame	20	10	70	15	2	15	0	102	0	1	54											Save Game													
ReImagined HPI Compile\ReIm_GUIs\SAVEGAME.GADGET2	2	1	GAMES	48	84	269	157	1	15	0	0	0	1	54																								
ReImagined HPI Compile\ReIm_GUIs\SAVEGAME.GADGET3	1	0	SAVE	5	277	170	32	2	15	0	0	0	1	54											Save Game	0	83											
ReImagined HPI Compile\ReIm_GUIs\SAVEGAME.GADGET4	1	0	CANCEL	223	277	170	32	2	15	0	0	0	1	54											Cancel Save	0	67											
ReImagined HPI Compile\ReIm_GUIs\SAVEGAME.GADGET5	4	1	SLIDER	319	84	26	157	2	4	0	102	0	1	54																0	56	0	175					
ReImagined HPI Compile\ReIm_GUIs\SAVEGAME.GADGET6	3	125	GAMENAME	48	224	269	24	0	15	0	0	0	1	89											Name Of Game to Save												99	
ReImagined HPI Compile\ReIm_GUIs\SAVELIST.GADGET0	0	0	LoadList.GUI	81	27	494	420	52685	52685	52685	0	-51	1	-51		6	-51	-51	-51	NULL	LOAD																	
ReImagined HPI Compile\ReIm_GUIs\SAVELIST.GADGET1	2	1	GAMES	65	71	242	170	1	15	0	0	0	1	54																								
ReImagined HPI Compile\ReIm_GUIs\SAVELIST.GADGET2	1	0	LOAD	353	325	96	20	2	0	0	0	0	1	54											OK	0	79	0	0									
ReImagined HPI Compile\ReIm_GUIs\SAVELIST.GADGET3	1	0	CANCEL	353	360	96	20	2	0	0	0	0	1	54											Cancel	0	67	0	0									
ReImagined HPI Compile\ReIm_GUIs\SAVELIST.GADGET4	4	1	SLIDER	317	63	16	184	2	4	0	102	0	1	54																178	56	0	175					
ReImagined HPI Compile\ReIm_GUIs\SAVELIST.GADGET5	3	125	GAMENAME	111	275	230	20	0	15	0	0	0	1	89											Name Of List To Save												20	
ReImagined HPI Compile\ReIm_GUIs\SAVELIST.GADGET6	1	243	DELETE	368	208	96	20	2	0	0	0	0	1	0											Delete List	0	68	0	0									
